accession	accession_version	strain	date	region	country	division	location	length	host	is_lab_host	date_released	date_updated	sra_accessions	authors	abbr_authors	institution
JF907754	JF907754.1	BS48	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907755	JF907755.1	BS49	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF929831	JF929831.1	TN85-416	1985-04-XX	North America	USA			711	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929832	JF929832.1	TN82-518	1982-05-XX	North America	USA			711	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929833	JF929833.1	TN94-911	1994-09-XX	North America	USA			711	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929834	JF929834.1	TN95-28	1995-02-XX	North America	USA			711	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929835	JF929835.1	TN99-46	1999-04-XX	North America	USA			711	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929836	JF929836.1	TN94-711	1994-07-XX	North America	USA			711	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929837	JF929837.1	TN94-344	1994-03-XX	North America	USA			711	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929838	JF929838.1	TN94-336	1994-03-XX	North America	USA			711	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929839	JF929839.1	TN96-12	1996-01-XX	North America	USA			711	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929840	JF929840.1	TN92-361	1992-03-XX	North America	USA			696	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929841	JF929841.1	TN92-313	1992-03-XX	North America	USA			687	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929842	JF929842.1	TN94-49	1994-04-XX	North America	USA			687	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929843	JF929843.1	TN91-1292	1991-12-XX	North America	USA			687	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929844	JF929844.1	TN92-435	1992-04-XX	North America	USA			687	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929845	JF929845.1	TN85-57	XXXX-XX-XX	North America	USA			696	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929846	JF929846.1	TN84-127	XXXX-XX-XX	North America	USA			696	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929847	JF929847.1	TN88-59	XXXX-XX-XX	North America	USA			687	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929848	JF929848.1	TN95-354	XXXX-XX-XX	North America	USA			687	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929849	JF929849.1	TN94-66	XXXX-XX-XX	North America	USA			654	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929850	JF929850.1	TN82-79	XXXX-XX-XX	North America	USA			687	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929851	JF929851.1	TN85-115	XXXX-XX-XX	North America	USA			660	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929852	JF929852.1	TN86-314	XXXX-XX-XX	North America	USA			660	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929853	JF929853.1	TN85-63	XXXX-XX-XX	North America	USA			660	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929854	JF929854.1	TN92-357	XXXX-XX-XX	North America	USA			660	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929855	JF929855.1	TN94-616	XXXX-XX-XX	North America	USA			660	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929856	JF929856.1	TN92-250	XXXX-XX-XX	North America	USA			660	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929857	JF929857.1	TN92-396	XXXX-XX-XX	North America	USA			660	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929858	JF929858.1	TN00-43	XXXX-XX-XX	North America	USA			687	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929859	JF929859.1	TN00-31	XXXX-XX-XX	North America	USA			660	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929860	JF929860.1	TN88-421	XXXX-XX-XX	North America	USA			696	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929861	JF929861.1	TN87-27	XXXX-XX-XX	North America	USA			696	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929862	JF929862.1	TN982-42	XXXX-XX-XX	North America	USA			730	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929863	JF929863.1	TN94-11	XXXX-XX-XX	North America	USA			696	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929864	JF929864.1	TN94-137	XXXX-XX-XX	North America	USA			696	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929865	JF929865.1	TN89-713	XXXX-XX-XX	North America	USA			675	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929866	JF929866.1	TN89-420	XXXX-XX-XX	North America	USA			675	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929867	JF929867.1	TN89-113	XXXX-XX-XX	North America	USA			675	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929868	JF929868.1	TN97-237	XXXX-XX-XX	North America	USA			696	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929869	JF929869.1	TN97-235	XXXX-XX-XX	North America	USA			696	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929870	JF929870.1	TN82-59	XXXX-XX-XX	North America	USA			681	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929871	JF929871.1	TN83-1211	XXXX-XX-XX	North America	USA			681	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929872	JF929872.1	TN84-611	XXXX-XX-XX	North America	USA			681	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929873	JF929873.1	TN83-126	XXXX-XX-XX	North America	USA			681	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929874	JF929874.1	TN89-356	XXXX-XX-XX	North America	USA			660	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929875	JF929875.1	TN91-316	XXXX-XX-XX	North America	USA			711	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929876	JF929876.1	TN92-1031	XXXX-XX-XX	North America	USA			717	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929877	JF929877.1	TN96-102	XXXX-XX-XX	North America	USA			717	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929878	JF929878.1	TN95-111	XXXX-XX-XX	North America	USA			717	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929879	JF929879.1	TN95-252	XXXX-XX-XX	North America	USA			717	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929880	JF929880.1	TN96-44	XXXX-XX-XX	North America	USA			717	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929881	JF929881.1	TN96-115	XXXX-XX-XX	North America	USA			717	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929882	JF929882.1	TN96-35	XXXX-XX-XX	North America	USA			717	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929883	JF929883.1	TN96-325	XXXX-XX-XX	North America	USA			717	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929884	JF929884.1	TN96-217	XXXX-XX-XX	North America	USA			717	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929885	JF929885.1	TN96-213	XXXX-XX-XX	North America	USA			717	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929886	JF929886.1	TN93-413	XXXX-XX-XX	North America	USA			717	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929887	JF929887.1	TN93-32	XXXX-XX-XX	North America	USA			717	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929888	JF929888.1	TN93-616	XXXX-XX-XX	North America	USA			717	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929889	JF929889.1	TN92-1120	XXXX-XX-XX	North America	USA			717	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929890	JF929890.1	TN90-1031	XXXX-XX-XX	North America	USA			711	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929891	JF929891.1	TN99-419	XXXX-XX-XX	North America	USA			711	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929892	JF929892.1	TN91-334	XXXX-XX-XX	North America	USA			687	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929893	JF929893.1	TN89-515	XXXX-XX-XX	North America	USA			711	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929894	JF929894.1	TN90-422	XXXX-XX-XX	North America	USA			687	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929895	JF929895.1	TN89-1144	XXXX-XX-XX	North America	USA			711	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929896	JF929896.1	TN90-140	XXXX-XX-XX	North America	USA			711	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929897	JF929897.1	TN89-1259	XXXX-XX-XX	North America	USA			711	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929898	JF929898.1	TN91-521	XXXX-XX-XX	North America	USA			711	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929899	JF929899.1	TN91-451	XXXX-XX-XX	North America	USA			711	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929900	JF929900.1	TN91-320	XXXX-XX-XX	North America	USA			711	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929901	JF929901.1	TN91-349	XXXX-XX-XX	North America	USA			711	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929902	JF929902.1	TN85-123	XXXX-XX-XX	North America	USA			711	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JF929903	JF929903.1	TN85-417	XXXX-XX-XX	North America	USA			711	Homo sapiens		2012-05-31	2013-06-03		Yang,C.F.,Wang,C.K.,Tollefson,S.J.,Lintao,L.D.,Liem,A.,Chu,M.,Williams,J.V.,Yang,C.-F.	Yang et al.	Vanderbilt University Medical Center, Pediatrics, Microbiology and Immunology
JN166985	JN166985.1	JN166985	2007-XX-XX	Asia	China			333	Homo sapiens		2012-04-11	2012-04-11		Li,J.,Ren,L.,Guo,L.,Xiang,Z.,Paranhos-Baccala,G.,Vernet,G.,Wang,J.	Li et al.	Institute of Pathogen Biology, Chinese Academy of Medical Sciences, Dr. Christophe Morieux Laboratory, IPB, CAMS-Fondation Morieux
JN166986	JN166986.1	JN166986	2007-XX-XX	Asia	China			333	Homo sapiens		2012-04-11	2012-04-11		Li,J.,Ren,L.,Guo,L.,Xiang,Z.,Paranhos-Baccala,G.,Vernet,G.,Wang,J.	Li et al.	Institute of Pathogen Biology, Chinese Academy of Medical Sciences, Dr. Christophe Morieux Laboratory, IPB, CAMS-Fondation Morieux
JN166987	JN166987.1	JN166987	2008-XX-XX	Asia	China			333	Homo sapiens		2012-04-11	2012-04-11		Li,J.,Ren,L.,Guo,L.,Xiang,Z.,Paranhos-Baccala,G.,Vernet,G.,Wang,J.	Li et al.	Institute of Pathogen Biology, Chinese Academy of Medical Sciences, Dr. Christophe Morieux Laboratory, IPB, CAMS-Fondation Morieux
JN166988	JN166988.1	JN166988	2008-XX-XX	Asia	China			333	Homo sapiens		2012-04-11	2012-04-11		Li,J.,Ren,L.,Guo,L.,Xiang,Z.,Paranhos-Baccala,G.,Vernet,G.,Wang,J.	Li et al.	Institute of Pathogen Biology, Chinese Academy of Medical Sciences, Dr. Christophe Morieux Laboratory, IPB, CAMS-Fondation Morieux
